title|company|location|url|deadline|date_posted|match_score|score_notes|score_breakdown
Physician OB GYN General|CommonSpirit Health|Enumclaw, WA|https://www.linkedin.com/jobs/view/4389386917|||0|Dealbreaker: 'Physician OB GYN' at CommonSpirit Health in Enumclaw WA. Physician/medical doctor is in dealbreakers.|
Youth Development Coordinator (Full-Time) - Dover YMCA Family Location|YMCA of Delaware|Dover, DE|https://www.linkedin.com/jobs/view/4389302502|||0|Dealbreaker: location (Dover, DE) not in target locations. Youth Development Coordinator at YMCA - youth development sector not related to HIV/AIDS or global health programmes.|
Hepatitis C Outreach Worker|Durham Community Health Centre|Oshawa, Ontario, Canada|https://www.linkedin.com/jobs/view/4389085867||2026-03-23|0|Dealbreaker: location (Oshawa, Canada) not in target locations (Remote, Switzerland, EU, Armenia, Portugal, Eastern Europe, Central Asia, UK). Hepatitis C outreach role tangentially related to health sector.|"{""role"": 30, ""sector"": 40, ""location"": 0, ""seniority"": 30}"
Housing Support Case Manager|Mi'kmaw Native Friendship Centre|Halifax, Nova Scotia, Canada|https://www.linkedin.com/jobs/view/4389228794||2026-03-23|0|Dealbreaker: location (Halifax, Canada) not in target locations (Remote, Switzerland, EU, Armenia, Portugal, Eastern Europe, Central Asia, UK).|"{""role"": 30, ""sector"": 35, ""location"": 0, ""seniority"": 40}"
Community Engagement and Homeless Services Coordinator|Town of Yucca Valley|Yucca Valley, CA, Remote|https://www.linkedin.com/jobs/view/4387520969||2026-03-23|0|Dealbreaker: location (Yucca Valley, CA) not in target locations (Remote, Switzerland, EU, Armenia, Portugal, Eastern Europe, Central Asia, UK). Homeless services and community engagement tangentially related.|"{""role"": 35, ""sector"": 25, ""location"": 0, ""seniority"": 40}"
Part-Time/Relief Shelter Worker (2026-175-YPS)|WoodGreen Community Services|Toronto, Ontario, Canada|https://www.linkedin.com/jobs/view/4387511175||2026-03-23|0|Dealbreaker: location (Toronto, Canada) not in target locations (Remote, Switzerland, EU, Armenia, Portugal, Eastern Europe, Central Asia, UK). Part-time shelter youth worker not in target roles.|"{""role"": 20, ""sector"": 25, ""location"": 0, ""seniority"": 20}"
Chief Quality, Patient Safety and Outcomes Management - Hospital Admin - Full Time 8 Hour Days (Exempt) (Non-Union)|Keck Medicine of USC|Los Angeles, CA|https://www.linkedin.com/jobs/view/4387810561||2026-03-23|0|Dealbreaker: location (Los Angeles, CA) not in target locations (Remote, Switzerland, EU, Armenia, Portugal, Eastern Europe, Central Asia, UK). Chief hospital quality executive not in target roles.|"{""role"": 0, ""sector"": 25, ""location"": 0, ""seniority"": 80}"
Medical Outreach Case Manager|Shelter House, Inc|Fort Belvoir, VA|https://www.linkedin.com/jobs/view/4389258415|||0|Dealbreaker: location (Fort Belvoir, VA) not in target locations. Medical outreach case manager at homeless shelter with harm reduction approach, but geography eliminates.|
Housing Stability Case Manager|MACV Minnesota Assistance Council for Veterans|St Paul, MN|https://www.linkedin.com/jobs/view/4389480042|||0|Dealbreaker: location (St Paul, MN) not in target locations. Housing stability case manager for veteran homelessness. Sector and role not aligned with profile.|
Case Manager (March 2026 Update)|Alliance for Living|New London, CT|https://www.linkedin.com/jobs/view/4389464498|||0|Dealbreaker: location (New London, CT) not in target locations. Case manager for HIV/AIDS services (Ryan White) at Alliance for Living. Role not in target roles.|
Housing Case Manager|Jamboree Housing Corporation|San Diego, CA|https://www.linkedin.com/jobs/view/4387546558|||0|Dealbreaker: location (San Diego, CA) not in target locations. Housing case manager at affordable housing nonprofit.|
Housing Case Manager|Victory Programs|Boston, MA|https://www.linkedin.com/jobs/view/4387522220|||0|Dealbreaker: location (Boston, MA) not in target locations. Housing case manager serving people with HIV in Greater Boston area.|
Case Manager - Intervention Focus|WayForward Resources|Middleton, WI|https://www.linkedin.com/jobs/view/4389584254|||0|Dealbreaker: location (Middleton, WI) not in target locations. Case manager at housing stability nonprofit in Wisconsin.|
Operations & Services Manager|LifeMoves|San Mateo, CA|https://www.linkedin.com/jobs/view/4377788826|||0|Dealbreaker: location (San Mateo, CA) not in target locations. Operations & Services Manager at homeless services organization.|
Case Manager|Porch Light Health|Denver, CO|https://www.linkedin.com/jobs/view/4388969775|||0|Dealbreaker: location (Denver, CO) not in target locations. Case manager at substance abuse treatment center. Role not in target roles.|
Shallow Subsidy Case Manager I|Volunteers of America Colorado||https://www.linkedin.com/jobs/view/4388974977|||0|Dealbreaker: entry-level case manager at VOA Colorado. 'Entry Level' in title violates dealbreakers.|
Assistant Director, Project Based Housing - The Remi|The People Concern|Los Angeles, CA|https://www.linkedin.com/jobs/view/4387508945|||0|Dealbreaker: 'Assistant Director' at The People Concern Los Angeles CA. Director-level title and wrong geography.|
Senior Substance Use Navigator|Roots Community Health|Oakland, CA|https://www.linkedin.com/jobs/view/4389467406|||0|Dealbreaker: location (Oakland, CA) not in target locations. Senior substance use navigator in East Oakland.|
Case Manager|Porch Light Health|Lakewood, CO|https://www.linkedin.com/jobs/view/4388974550|||0|Dealbreaker: location (Lakewood, CO) not in target locations. Case manager at substance abuse treatment center.|
ACO Behavioral Health Case Manager - Remote|Lensa|Worcester, MA, Remote|https://www.linkedin.com/jobs/view/4387542163|||0|Dealbreaker: location (Worcester, MA) not in target locations. ACO behavioral health case manager at Fallon Health.|
Manager, Training & Outreach-Anti-Trafficking|Safe Horizon|Brooklyn, NY, Remote|https://www.linkedin.com/jobs/view/4359429724|||35|Training & Outreach Manager at anti-trafficking NGO. Remote work option helps offset Brooklyn location. Human rights sector relevant but criminal justice/law enforcement coordination differs from programme roles.|"{""role"": 30, ""sector"": 40, ""location"": 80, ""seniority"": 60}"
Program Coordinator - School Nutrition Program|E4C|Edmonton, Alberta, Canada|https://www.linkedin.com/jobs/view/4387654567|||0|Dealbreaker: location (Edmonton, Canada) not in target locations. Program coordinator for school nutrition program, not related to global health or international development.|
Outreach and Housing Assistance Worker (Outreach)|Kawartha Lakes|Haliburton, Ontario, Canada|https://www.linkedin.com/jobs/view/4383806286|||0|Dealbreaker: location (Haliburton, Ontario, Canada) not in target locations. Outreach and housing assistance worker.|
Operations Coordinator, Clinical Prevention Services - BC Centre for Disease Control|Provincial Health Services Authority|Vancouver, British Columbia, Canada, Remote|https://www.linkedin.com/jobs/view/4389070922|||0|Dealbreaker: location (Vancouver, BC) not in target locations. Operations coordinator at BCCDC harm reduction services - harm reduction sector relevant but geography eliminates.|
Assistant Director / Case Manager|North Carolina State University||https://www.linkedin.com/jobs/view/4389520225|||0|Dealbreaker: 'Assistant Director' title at NC State. Director-level title violates dealbreakers.|
Marketing Deployment Manager|BAT|Malmo, Skåne County, Sweden|https://www.linkedin.com/jobs/view/4378888114|||0|Dealbreaker: 'Marketing' at BAT (tobacco company) in Malmo, Sweden. Marketing function not in target roles.|
Health Policy & Management|Alignerr|Miami, FL, Remote|https://www.linkedin.com/jobs/view/4389031866||2026-03-23|67|Remote health policy AI training role; sector alignment with health equity and global health is strong but the role is AI/data annotation rather than direct policy advisory.|"{""role"": 55, ""sector"": 70, ""location"": 100, ""seniority"": 60}"
Health Policy & Management|Alignerr|, Remote|https://www.linkedin.com/jobs/view/4389050095||2026-03-23|67|Remote health policy AI training role; sector alignment with health equity and global health is strong but the role is AI/data annotation rather than direct policy advisory.|"{""role"": 55, ""sector"": 70, ""location"": 100, ""seniority"": 60}"
Legislative and Stakeholder Liaison (Hybrid)|State of Colorado|Larimer County, CO, Remote|https://www.linkedin.com/jobs/view/4387526622||2026-03-23|55|Colorado state government legislative liaison in health policy; sector is adjacent to global health but role is government relations rather than programme/advisory.|"{""role"": 35, ""sector"": 60, ""location"": 100, ""seniority"": 60}"
Associate Healthcare Compliance Consultant|Strategic Management Services|Alexandria, VA|https://www.linkedin.com/jobs/view/4388797999||2026-03-22|0|Dealbreaker: entry-level 'Associate' healthcare compliance consultant in Alexandria VA. Associate = junior level, violating dealbreakers.|
Public Health Research Scientist (REMOTE ROLE)|Lensa|Reston, VA, Remote|https://www.linkedin.com/jobs/view/4387525949|||0|Dealbreaker: location (Reston, VA) not in target locations. Public health research scientist at ICF - US location outside target geography.|
Government Relations Advisor, Africa|ReliefWeb|, Remote|https://www.linkedin.com/jobs/view/4389236404|||0|Dealbreaker: location (Africa) not in target locations. Government relations advisor for Africa at Vital Strategies - wrong geography.|
Junior Policy Analyst, Health|OECD - OCDE|Paris, Île-de-France, France|https://www.linkedin.com/jobs/view/4389316313|||0|Dealbreaker: 'Junior Policy Analyst' at OECD Paris. 'Junior' is in dealbreakers.|
Environmental Organizer|Clean Water Action|Pittsburgh, PA|https://www.linkedin.com/jobs/view/4389259915|||0|Dealbreaker: location (Pittsburgh, PA) not in target locations. Environmental organizer at Clean Water Action.|
Policy and Advocacy Manager|Irish Platform for Patient Organisations, Science, and Industry|Dublin, County Dublin, Ireland|https://www.linkedin.com/jobs/view/4388087015|||32|Policy and Advocacy Manager at IPPOSI in Dublin. Ireland not in target locations (UK, EU, Armenia, Portugal, Eastern/Central Europe). Advocacy function not in target roles. Health innovation sector partially relevant but not aligned with HIV/AIDS, gender or harm reduction.|"{""role"": 20, ""sector"": 30, ""location"": 40, ""seniority"": 60}"
Higher Toxicologist|UK Health Security Agency|Chilton, England, UK, Remote|https://www.linkedin.com/jobs/view/4388984319|||35|Higher Toxicologist at UKHSA in Chilton (Remote available). UK location qualifies. Toxicology function not in target roles; environmental health sector partially relevant but not aligned with HIV/AIDS or gender programmes.|"{""role"": 20, ""sector"": 30, ""location"": 90, ""seniority"": 70}"
Health Policy Analyst|TalentAlly|Ann Arbor, MI, Remote|https://www.linkedin.com/jobs/view/4385940501|||0|Dealbreaker: location (Ann Arbor, MI) not in target locations. Health policy analyst at CHRT - remote role but US location eliminates.|
External Engagement and Strategic Communications Advisor|UNOPS|Addis Ababa, Addis Ababa|https://www.linkedin.com/jobs/view/4385060216|||0|Dealbreaker: location (Addis Ababa, Ethiopia) not in target locations. Communications advisor for malaria at UNOPS/RBM - sector partially relevant but geography eliminates.|
Health Policy & Management|Alignerr|Birmingham, England, UK, Remote|https://www.linkedin.com/jobs/view/4389468110|||58|AI health policy training role at Alignerr. Remote location and UK base (Birmingham) qualify. Day-to-day is AI content evaluation against public health standards, not programme management. Partially aligns with health policy profile.|"{""role"": 50, ""sector"": 55, ""location"": 90, ""seniority"": 70}"
COUNSELLOR III - Ministry of National Security.|Government of Saint Lucia|Castries, Castries|https://www.linkedin.com/jobs/view/4389293110|||0|Dealbreaker: location (Saint Lucia) not in target locations. Counsellor III at Government of Saint Lucia - law enforcement mental health support not related to HIV/AIDS or global health programmes.|
Director, Policy Communications|Bristol Myers Squibb|Washington, DC, Remote|https://www.linkedin.com/jobs/view/4389462573|||0|Dealbreaker: 'Director' title at Bristol Myers Squibb in Washington DC. Director-level roles are in dealbreakers.|
Health Policy & Management|Alignerr|Glasgow, Scotland, UK, Remote|https://www.linkedin.com/jobs/view/4389447983|||58|AI health policy training role at Alignerr. Remote location and UK base (Glasgow) qualify. Day-to-day is AI content evaluation against public health standards, not programme management. Partially aligns with health policy profile.|"{""role"": 50, ""sector"": 55, ""location"": 90, ""seniority"": 70}"
Director, Strategy and Operations|Victorian Department of Health|Melbourne, Victoria, Australia|https://www.linkedin.com/jobs/view/4389443386|||0|Dealbreaker: 'Director' title at Victorian Department of Health in Melbourne Australia. Director-level roles are in dealbreakers. Also wrong geography.|
Market Access & Government Affairs Manager Africa|Terumo Blood and Cell Technologies|Nairobi, Nairobi County|https://www.linkedin.com/jobs/view/4389493803|||0|Dealbreaker: location (Nairobi, Kenya) not in target locations. Market access & government affairs manager at medical device company.|
Director, Policy, Advocacy and Government Affairs France & International|CSL|Paris, Île-de-France, France|https://www.linkedin.com/jobs/view/4389493385|||0|Dealbreaker: 'Director' title at CSL in Paris. Director-level roles are in dealbreakers.|
Special Advisor- External Affairs (Remote)|Siemens Healthineers|Ottawa, Ontario, Canada, Remote|https://www.linkedin.com/jobs/view/4387551383|||0|Dealbreaker: location (Ottawa, Canada) not in target locations. Special Advisor External Affairs at medical device company.|
Health Policy & Management - AI Content Specialist|Alignerr|, Remote|https://www.linkedin.com/jobs/view/4389038782||2026-03-23|67|Remote health policy AI content specialist; sector alignment with health equity and global health is strong but the role is AI content work rather than direct policy advisory.|"{""role"": 55, ""sector"": 70, ""location"": 100, ""seniority"": 60}"
Health Policy & Management - AI Content Specialist|Alignerr|, Remote|https://www.linkedin.com/jobs/view/4389045273||2026-03-23|67|Remote health policy AI content specialist; sector alignment with health equity and global health is strong but the role is AI content work rather than direct policy advisory.|"{""role"": 55, ""sector"": 70, ""location"": 100, ""seniority"": 60}"
Account Director Public Affairs (Health & EU Policy)|GCI Health|Brussels, Brussels Region, Belgium|https://www.linkedin.com/jobs/view/4389094709||2026-03-23|0|Dealbreaker: director title in job title. Also: PR/communications agency role rather than programme/advisory.|"{""role"": 0, ""sector"": 35, ""location"": 100, ""seniority"": 60}"
Senior consultant/Manager Health sector público|NTT DATA Europe & Latam|Madrid, Community of Madrid, Spain|https://www.linkedin.com/jobs/view/4387919875||2026-03-23|44|IT consulting for public health transformation in Madrid (EU). Sector is health technology rather than HIV/harm reduction/human rights core sectors.|"{""role"": 35, ""sector"": 35, ""location"": 100, ""seniority"": 60}"
Directeur/Directrice du pilotage des politiques publiques en charge de la restauration - F/H|CNOUS (centre national des oeuvres universitaires et scolaires)|Vanves, Île-de-France, France|https://www.linkedin.com/jobs/view/4376407535||2026-03-23|0|Dealbreaker: director in title. University catering policy director in Vanves, France is not a programme/advisory role in target sectors.|"{""role"": 0, ""sector"": 25, ""location"": 100, ""seniority"": 80}"
Healthcare Senior Consultant – Social Care|NTT DATA Europe & Latam||https://www.linkedin.com/jobs/view/4291589104||2026-03-23|38|IT consulting for social care systems in Spain; null location treated as unknown. Not in HIV/harm reduction/human rights core sectors.|"{""role"": 35, ""sector"": 30, ""location"": 50, ""seniority"": 60}"
Consultant Healthcare (m/w/d)|LinkCare GmbH|Berlin, Berlin, Germany|https://www.linkedin.com/jobs/view/4386669139||2026-03-23|46|Health economics consulting firm in Berlin (EU). Sector is health economics/market access rather than HIV/harm reduction/human rights.|"{""role"": 40, ""sector"": 30, ""location"": 100, ""seniority"": 60}"
Gesundheitsberater (m/w/d)|H. Malzkorn GmbH - Sanitätshaus & Orthopädietechnik|Cologne, North Rhine-Westphalia, Germany|https://www.linkedin.com/jobs/view/4389201211||2026-03-23|25|Orthopaedic medical supplies retailer; health advisor role focused on aids/medical equipment retail sales in Cologne. Sector: medical devices retail, not global health or international development.|"{""role"": 40, ""sector"": 10, ""location"": 0, ""seniority"": 50}"
Direttore sanitario|Impress||https://www.linkedin.com/jobs/view/4389231539|||0|Dealbreaker: 'Direttore sanitario' (Medical Director) at orthodontic clinic in Turin. Medical director/clinical dental role not in target roles.|
"Konsult | Healthcare"|PwC Sweden|Stockholm, Stockholm County, Sweden|https://www.linkedin.com/jobs/view/4389707355|||20|Healthcare management consultant at PwC Sweden in Stockholm. Sweden is in EU. Management consulting in public sector healthcare, not aligned with HIV/AIDS, harm reduction, gender or human rights programmes.|"{""role"": 10, ""sector"": 20, ""location"": 50, ""seniority"": 70}"
DC-26120-PHD ON FOREST-WATER RELATIONS DURING DROUGHT|Luxembourg Institute of Science and Technology (LIST)|Esch-sur-Alzette, Luxembourg, Luxembourg|https://www.linkedin.com/jobs/view/4389518587|||0|PhD research on forest-water relations at LIST in Luxembourg. Environmental hydrology research not related to global health, HIV/AIDS, harm reduction or gender programmes.|
"Konsult | Healthcare"|PwC Sweden|Gothenburg, Västra Götaland County, Sweden|https://www.linkedin.com/jobs/view/4389492996|||20|Healthcare management consultant at PwC Sweden in Gothenburg. Sweden is in EU. Management consulting in public sector healthcare, not aligned with HIV/AIDS, harm reduction, gender or human rights programmes.|"{""role"": 10, ""sector"": 20, ""location"": 50, ""seniority"": 70}"
Regional Access Manager - Italy North|Norgine||https://www.linkedin.com/jobs/view/4377369867|||0|Dealbreaker: 'Regional Access Manager' at Norgine pharmaceutical company. Market access/health economics at pharma is sales/marketing-adjacent function.|
I-2463  EXPERIENCED RESEARCHER IN THE FIELD OF FRUGAL/GREEN AI|Luxembourg Institute of Science and Technology (LIST)|Esch-sur-Alzette, Luxembourg, Luxembourg|https://www.linkedin.com/jobs/view/4389577309|||0|Experienced researcher in Frugal/Green AI at LIST Luxembourg. AI research not related to global health, HIV/AIDS or gender programmes.|
Direttore sanitario|Impress|Mestre, Veneto, Italy|https://www.linkedin.com/jobs/view/4389216970|||0|Dealbreaker: 'Direttore sanitario' (Medical Director) at Impress orthodontic clinic in Mestre, Italy. Clinical dental/medical director role not in target roles.|
C-25009 SENIOR BUSINESS DEVELOPER BIOTECH, GREENTECH AND AGRI-ENVIR INNOVATION|Luxembourg Institute of Science and Technology (LIST)|Esch-sur-Alzette, Luxembourg, Luxembourg|https://www.linkedin.com/jobs/view/4389528080|||0|Senior Business Developer at LIST Luxembourg for biotech/agritech. Business development in biotechnology not related to global health or international development programmes.|
Director Market Access - Innovative products (m/f/d)|Viatris|Bad Homburg, Hesse, Germany|https://www.linkedin.com/jobs/view/4386371901|||0|Dealbreaker: 'Director Market Access' at Viatris pharmaceutical in Germany. Director title and pharmaceutical market access function (finance/sales-adjacent) not in target roles.|
SD-25086-RESEARCHER IN PROCESS MINING AND OPTIMISATION|Luxembourg Institute of Science and Technology (LIST)|Esch-sur-Alzette, Luxembourg, Luxembourg|https://www.linkedin.com/jobs/view/4389568845|||0|Researcher in process mining and optimisation at LIST Luxembourg. Logistics/process mining research not related to global health, HIV/AIDS or international development.|
FA-26014 FINANCIAL CONTROLLER|Luxembourg Institute of Science and Technology (LIST)|Esch-sur-Alzette, Luxembourg, Luxembourg|https://www.linkedin.com/jobs/view/4389515721|||0|Dealbreaker: 'Financial Controller' at LIST Luxembourg. Finance function is in dealbreakers.|
Health Policy & Management - AI Content Specialist|Alignerr|Manchester, England, UK, Remote|https://www.linkedin.com/jobs/view/4389050104||2026-03-23|60|AI training role for public health models. Remote location and health policy context partially align with profile, but day-to-day work is AI content evaluation rather than programme management.|"{""role"": 50, ""sector"": 55, ""location"": 90, ""seniority"": 70}"
Principal Public Health Analyst – Public Health|London Borough of Hackney|Hackney, England, UK|https://www.linkedin.com/jobs/view/4379733983||2026-03-23|57|Public health intelligence and epidemiological analysis role at UK local authority. Sector relevant (public health), but analyst function differs from target programme roles.|"{""role"": 40, ""sector"": 75, ""location"": 70, ""seniority"": 70}"
Head of Wales and Republic of Ireland|Royal College of General Practitioners|Cardiff, Wales, UK|https://www.linkedin.com/jobs/view/4388063753||2026-03-23|0|Dealbreaker: location (Cardiff, Wales) not in target locations. Wales/Republic of Ireland leadership at GP college, not a public health programme role.|
Regional Officer|"Society and College of Radiographers (SoR | CoR)"|, Remote|https://www.linkedin.com/jobs/view/4386669517||2026-03-23|35|Trade union officer role for radiographers. Union/representative function is not in target roles. Remote qualifies but overall sector and function mismatch.|"{""role"": 20, ""sector"": 20, ""location"": 90, ""seniority"": 70}"
Senior Category Operations Manager (Dig&IT)|NHS Shared Business Services|Salford, England, UK, Remote|https://www.linkedin.com/jobs/view/4382818672||2026-03-23|32|IT procurement category manager for NHS. Function (procurement/operations) and sector (public sector admin) differ from target roles and sectors.|"{""role"": 20, ""sector"": 25, ""location"": 70, ""seniority"": 70}"
Senior Agile Delivery Lead|Sanctuary|Worcester, England, UK|https://www.linkedin.com/jobs/view/4389060947||2026-03-23|24|Agile delivery lead for housing provider's technology department. IT/agile function not in target roles; housing sector marginally relevant.|"{""role"": 10, ""sector"": 15, ""location"": 70, ""seniority"": 70}"
Public Policy and Government Affairs Senior Manager (UK & Ireland)|PepsiCo|London, England, UK|https://www.linkedin.com/jobs/view/4377715658|||0|Dealbreaker: 'Senior Manager Public Policy' at PepsiCo UK in London. Public policy at food/beverage company on public health, packaging, climate - not aligned with HIV/AIDS, harm reduction or gender programmes.|
Health Policy & Management - AI Content Specialist|Alignerr|Oxford, England, UK, Remote|https://www.linkedin.com/jobs/view/4389469068|||58|AI health policy content specialist at Alignerr. Remote location and UK base (Oxford) qualify. Day-to-day is AI content evaluation against public health standards, not programme management. Partially aligns with health policy profile.|"{""role"": 50, ""sector"": 55, ""location"": 90, ""seniority"": 70}"
Director of Policy and Public Affairs|ICAEW|City Of London, England, UK|https://www.linkedin.com/jobs/view/4389474842|||0|Dealbreaker: 'Director of Policy' at ICAEW in London. Director-level title not in target roles. Accountancy profession body, not related to global health.|
Managing Director – Northern Ireland|Marie Curie UK|Northern Ireland, United Kingdom|https://www.linkedin.com/jobs/view/4388083381|||0|Dealbreaker: 'Managing Director' at Marie Curie UK in Northern Ireland. Managing Director is director-level. Palliative care charity not aligned with HIV/AIDS or international development.|
Health Visitor - SE Surrey|HCRG Care Group|South Godstone, England, UK|https://www.linkedin.com/jobs/view/4389724174|||32|Band 6 Health Visitor at HCRG Care Group in Surrey, UK. UK location qualifies. Clinical health visiting function and child health sector only marginally related to HIV/AIDS or gender programmes.|"{""role"": 20, ""sector"": 20, ""location"": 90, ""seniority"": 70}"
Head of Business and Strategy (Public Health and Communities)|Nottinghamshire County Council|Nottinghamshire, England, UK, Remote|https://www.linkedin.com/jobs/view/4389479603|||0|Dealbreaker: 'Head of Business and Strategy' at Nottinghamshire County Council. Head is director-tier. Public health and communities at local authority not aligned with profile.|
Legal PA|Pinsent Masons|London, England, UK, Remote|https://www.linkedin.com/jobs/view/4387502921|||0|Legal PA at Pinsent Masons law firm in London. Legal/administrative assistant role not in target roles.|
Technology Lead Business Analyst|Sanctuary|Worcester, England, UK|https://www.linkedin.com/jobs/view/4386374657|||20|Technology Lead Business Analyst at Sanctuary (housing provider) in Worcester, UK. UK location qualifies. IT/business analysis function not in target roles.|"{""role"": 0, ""sector"": 10, ""location"": 90, ""seniority"": 70}"
Commercial Development Director|Marie Curie UK|London Area, United Kingdom|https://www.linkedin.com/jobs/view/4389560462|||0|Dealbreaker: 'Commercial Development Director' at Marie Curie UK in London Area. Director-level title not in target roles.|
Bank Staff Nurse|James Paget University Hospitals NHS Foundation Trust|Great Yarmouth, England, UK|https://www.linkedin.com/jobs/view/4389227149|||10|Bank Staff Nurse at NHS hospital in Great Yarmouth UK. Clinical nursing role not in target roles.|"{""role"": 0, ""sector"": 10, ""location"": 90, ""seniority"": 40}"
Associate Director (Electrical Engineer)|Vox Network Consultants|Kent, England, UK|https://www.linkedin.com/jobs/view/4389486663|||0|Dealbreaker: 'Associate Director (Electrical Engineer)' at Vox Network Consultants in Kent. Director-tier title and engineering function.|
Gender Equality, Disability and Social Inclusion (GEDSI) Advisor – (National candidate only)|Save the Children Colombia||https://www.linkedin.com/jobs/view/4389070084||2026-03-23|73|GEDSI Advisor at Save the Children strongly matches profile: Gender Specialist is a target role, gender and social inclusion are target sectors. Location data inconsistent (org says Colombia, description says Cambodia).|"{""role"": 75, ""sector"": 85, ""location"": 50, ""seniority"": 70}"
UN Women: GPS Coordination and Policy Support, Home-based, Manila, Philippines, National Consultant|UN Women|Manila, National Capital Region, Philippines|https://www.linkedin.com/jobs/view/4389048854||2026-03-23|0|Dealbreaker: location (Manila, Philippines) not in target locations. GPS coordination role at UN Women partially matches profile but wrong geography.|
National Project Officer (IBG)|IOM - UN Migration|Dili, Timor-Leste|https://www.linkedin.com/jobs/view/4389065141||2026-03-23|0|Dealbreaker: location (Timor-Leste) not in target locations. IOM project officer for border management, not aligned with HIV/human rights/gender profile.|
Case Managers Bangladesh (x2)|Artsen zonder Grenzen Nederland|Cox's Bazar District, Chattogram, Bangladesh|https://www.linkedin.com/jobs/view/4389091189||2026-03-23|0|Dealbreaker: location (Bangladesh) not in target locations. MSF case manager/safeguarding role in Cox's Bazar.|
Avis de recrutement d’un Assistant(e) de recherche_ Chaînes de valeur et Politiques agricoles|Ipar Think Tank|Dakar, Dakar Region|https://www.linkedin.com/jobs/view/4389039012||2026-03-23|0|Dealbreaker: location (Dakar, Senegal) not in target locations. Agricultural policy research assistant role, not aligned with HIV/human rights/gender profile.|
UN Women: Protection Specialist, P3 Temporary Appointment - New York|UN Women|New York, United States|https://www.linkedin.com/jobs/view/4389411934|||0|Dealbreaker: location (New York, US) not in target locations. UN Women Protection Specialist on conflict-related sexual violence - relevant sector but wrong geography.|
Advocacy and Communication Adviser ProLAC Latin America|ReliefWeb||https://www.linkedin.com/jobs/view/4389222858|||0|Dealbreaker: location (Colombia/Latin America) not in target locations. Advocacy and Communication Adviser for NRC ProLAC in Latin America - relevant sector but wrong geography.|
Chargé(e) National (e) des Affaires Humanitaires (Nationals Only)|UNDP Careers|Dakar, Dakar Region|https://www.linkedin.com/jobs/view/4389231634|||0|Dealbreaker: location (Dakar, Senegal) not in target locations. OCHA humanitarian affairs officer for West/Central Africa - humanitarian coordination not aligned with HIV/AIDS, harm reduction or gender programmes.|
Senior Policy, Research and Training Officer|Equal Opportunities Commission|Hong Kong, Hong Kong SAR|https://www.linkedin.com/jobs/view/4389316622|||0|Dealbreaker: location (Hong Kong) not in target locations. Senior Policy Officer at Hong Kong Equal Opportunities Commission on anti-discrimination - relevant sector but wrong geography.|
Programme Officer Family First Partnership|London Borough of Merton|Morden, England, UK|https://www.linkedin.com/jobs/view/4389318684|||30|Programme Officer at London Borough of Merton for Families First Partnership Programme. UK location qualifies. Children's social care reform programme not directly related to HIV/AIDS, harm reduction or gender programmes.|"{""role"": 40, ""sector"": 10, ""location"": 90, ""seniority"": 60}"
Social Media Officer, Thomson Reuters Foundation|Thomson Reuters|Manila, National Capital Region, Philippines|https://www.linkedin.com/jobs/view/4389542658|||0|Dealbreaker: location (Manila, Philippines) not in target locations. Social Media Officer at Thomson Reuters Foundation - marketing/communications function.|
Legal Officer (RCBC Leasing)|RCBC|Makati, National Capital Region, Philippines|https://www.linkedin.com/jobs/view/4379156895|||0|Dealbreaker: legal officer at RCBC banking/finance company in Philippines. Legal function at bank not in target roles.|
Researcher - Corporate Performance (x2)|Global Canopy|Oxford, England, UK|https://www.linkedin.com/jobs/view/4389483658|||30|Researcher at Global Canopy in Oxford UK. UK location qualifies. Research on corporate deforestation and human rights - environmental NGO sector not directly aligned with HIV/AIDS or harm reduction programmes.|"{""role"": 20, ""sector"": 20, ""location"": 90, ""seniority"": 60}"
Juriste en Droit Social F/H|Keolis Santé|Rennes, Brittany, France|https://www.linkedin.com/jobs/view/4389579600|||15|HR legal counsel at Keolis Santé (healthcare transport) in Rennes France. France in EU. Legal/HR function not in target roles; healthcare transport sector not aligned with HIV/AIDS, harm reduction or gender programmes.|"{""role"": 0, ""sector"": 10, ""location"": 50, ""seniority"": 60}"
Coordinateur de Protection - RDC|ReliefWeb||https://www.linkedin.com/jobs/view/4389226691|||0|Dealbreaker: location (Goma, DRC) not in target locations. Protection Coordinator at INTERSOS humanitarian NGO.|
Digital Adoption Officer|BDO Unibank||https://www.linkedin.com/jobs/view/4389551212|||0|Dealbreaker: Digital Adoption Officer at BDO Unibank in Philippines. Banking/finance sector and not in target locations.|
CSR Management for Nonprofit|Welle-Verein für Menschenrechte und Freiheit|Zurich, Zurich, Switzerland|https://www.linkedin.com/jobs/view/4389486905|||40|CSR Management at Welle-Verein human rights NGO in Zurich Switzerland. Switzerland is in target locations. Human rights org relevant but CSR/customer service function not in target programme roles.|"{""role"": 20, ""sector"": 40, ""location"": 90, ""seniority"": 70}"
Asistente Senior de Programas|World Food Programme|Montería, Córdoba, Colombia|https://www.linkedin.com/jobs/view/4389457064|||0|Dealbreaker: location (Montería, Colombia) not in target locations. WFP Senior Programme Assistant - food assistance humanitarian role.|
Business Development Coordinator - Kenya|ReliefWeb||https://www.linkedin.com/jobs/view/4389240098|||0|Dealbreaker: location (Nairobi, Kenya) not in target locations. CBM Global Business Development Coordinator for disability inclusion.|
